term,label_type,label
中医病症名。指因痰盛气闭而引起四肢厥冷,eight_principles,yang
中医病症名。指由气管积痰而引起的呼吸不畅,eight_principles,yang
中医称大便中带血不带脓的痢疾。痢下多血或下纯血者。即血痢。《诸病源候论·痢病诸候》：“热乘于血,eight_principles,yang
中度热38.1～39℃,eight_principles,yang
中暑是指长时间暴露在高温环境中,eight_principles,yang
中毒,eight_principles,yang
中毒性神经性麻木,eight_principles,yang
中毒等均可导致头痛。发病年龄常见于青年,eight_principles,yang
临床上即可发现黄疸,eight_principles,yang
临床表现为发热重,eight_principles,yang
丹毒（erysipelas）是一种累及真皮浅层淋巴管的感染,eight_principles,yang
为冷结在膀胱关元,eight_principles,yang
为胃中之浊气上逆,eight_principles,yang
为腋以下至第十二肋骨部的总称。可由肋骨软骨炎或肋间神经痛导致。,eight_principles,yang
主真火所藏,eight_principles,yang
主要以内分泌失调与血热,eight_principles,yang
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,eight_principles,yang
久而化火,eight_principles,yang
久而化热,eight_principles,yang
九积之一。食滞不消,eight_principles,yang
也不属于炎症,eight_principles,yang
也可由于情志郁结,eight_principles,yang
也是一种特殊类型的慢性喉炎。最主要的临床症状为声嘶。通过喉镜检查可以做出临床诊断。治疗方式主要为手术切除治疗。若经治疗好转后,eight_principles,yang
也有虚实寒热之别,eight_principles,yang
也称为显性黄疸。,eight_principles,yang
也称发热,eight_principles,yang
习惯性抽搐。中医认为引起抽搐的病因病机主要有热毒内盛,eight_principles,yang
乳房部的结核性疾病,eight_principles,yang
二曰火盛,eight_principles,yang
五心烦热（sphoria with feverish sensation in chest,eight_principles,yang
五志过极化火而导致血热。亦称血分热。即血分有热。证见吐衄,eight_principles,yang
亢奋妄动,eight_principles,yang
亦可发生中毒。,eight_principles,yang
亦可在慢性肠炎,eight_principles,yang
亦可引起胃热（胃火）。中医分为热郁胃中,eight_principles,yang
亦可见于阳虚津不上承者。,eight_principles,yang
产后发热是指产褥期内,eight_principles,yang
人上火之后临床症状表现为：目赤肿痛,eight_principles,yang
人之身阴阳的盛衰,eight_principles,yang
从而导致盆腔炎性包块发生。患者常先有急性输卵管炎的临床表现,eight_principles,yang
代谢物积累学说和能源耗尽学说较有代表性。中枢学说认为,eight_principles,yang
令痰气结聚不散,eight_principles,yang
以发热,eight_principles,yang
以后可发展为多结节性肿大。,eight_principles,yang
以致关节软骨被破坏而引起的慢性关节病。又称退化性关节炎,eight_principles,yang
以致或湿浊阻滞,eight_principles,yang
以致气血凝滞而成。其包括了体表上的肿疡及溃疡,eight_principles,yang
以致结脓成痈的急性化脓性病证。多发于产后哺乳的产妇,eight_principles,yang
以高热,eight_principles,yang
以鼻腔干燥为主要表现的鼻部疾患。西医学的干燥性鼻炎可参考本篇进行辨证施治。,eight_principles,yang
传染性结膜炎,eight_principles,yang
伤风是由风邪侵袭人体引起的常见外感热病。一年四季均可发生。尤以冬春两季为多见。临床以头痛,eight_principles,yang
伴意识丧失。高热惊厥分为单纯性高热惊厥和复杂性高热惊厥两种。各年龄期（除新生儿期）小儿均可发生,eight_principles,yang
但因种种原因常以腋温为准。若腋温超过37.4℃,eight_principles,yang
但在38℃以下者。引起低热的原因较多,eight_principles,yang
但有实火与虚火的区别,eight_principles,yang
但流行程度和危害性以病毒性结膜炎为重。本病全年均可发生,eight_principles,yang
但粪质干结,eight_principles,yang
但腹中有气体积聚,eight_principles,yang
但须根据虚实不同情况分别处理,eight_principles,yang
低热,eight_principles,yang
低热等,eight_principles,yang
低热（low fever）是一种常见的症状,eight_principles,yang
体温中枢功能紊乱或各种原因引起的产热过多,eight_principles,yang
体温升高>=39℃时发生的惊厥,eight_principles,yang
体温超过正常,eight_principles,yang
体腔内体液增多则称积液。根据分布范围,eight_principles,yang
使人体产生类似中毒的效应。能源耗尽学说认为,eight_principles,yang
使阳气不行,eight_principles,yang
便短赤是一个中医名词,eight_principles,yang
俗称火眼,eight_principles,yang
俗称疬子颈。多见于青少年及原有结核病者,eight_principles,yang
假性结膜炎以及流行性角膜炎等,eight_principles,yang
停滞不化,eight_principles,yang
停滞在人体的经脉,eight_principles,yang
停积胃肠,eight_principles,yang
健康人肢体各种感觉的传递取决于大脑中枢至肢体神经通路的畅通无阻。如果在这一神经通路上的某一局部出现障碍,eight_principles,yang
元气虚也。”《临证指南医案·喘》提出：“在肺为实,eight_principles,yang
入里化火,eight_principles,yang
入黄蜡,eight_principles,yang
全身性水肿时往往同时有浆膜腔积液,eight_principles,yang
全身皮肤发黄,eight_principles,yang
关节炎或关节病牵涉范围非常广泛,eight_principles,yang
其主要的病变特征是——咽部的黏膜发炎,eight_principles,yang
其产生是由于工作过程中代谢物（如乳酸）的不断产生与积累,eight_principles,yang
其他器官的疾病也可引起腰痛。如泌尿系炎症或结石,eight_principles,yang
其寒时自寒而不觉热。与恶寒发热的寒热同时并作不同。《类证活人书》：“往来寒热者,eight_principles,yang
其毒液由伤口进入人体内而引起的一种急性全身性中毒性疾病。,eight_principles,yang
其热时自热而不觉寒,eight_principles,yang
其色或黄或青,eight_principles,yang
其色赤,eight_principles,yang
内有烦热的症状。这是由于热邪内伏,eight_principles,yang
内热进而化虚火。根据病机不同,eight_principles,yang
再如湿阻引起,eight_principles,yang
再审证候虚实,eight_principles,yang
凡发热同时又有心烦,eight_principles,yang
凡离开经脉之血不能及时消散和瘀滞于某一处,eight_principles,yang
出现发热持续不退,eight_principles,yang
出现胃部灼烧感,eight_principles,yang
出自《素问·刺热篇》。,eight_principles,yang
分别采取温补脾肾或滋养肝肾法,eight_principles,yang
则属于实证,eight_principles,yang
则肠鸣音高亢而频急。临床根据作响的部位及声音来判断病变部位和病变性质。,eight_principles,yang
则腋窝体温（检测10分钟）超过37℃可定为发热。,eight_principles,yang
则见壮热烦渴,eight_principles,yang
则见头痛身热,eight_principles,yang
初病多实,eight_principles,yang
初起乳房内出现 一结块如桃李,eight_principles,yang
初起见有身热,eight_principles,yang
刺激皮肉而感到疼痛：感到剧烈的烧灼样的疼痛,eight_principles,yang
前列腺炎,eight_principles,yang
动脉硬化是动脉的一种非炎症性病变,eight_principles,yang
助火生热,eight_principles,yang
劳淋六证。基本病机为湿热蕴结下焦,eight_principles,yang
包括炎症,eight_principles,yang
包括病毒性肝炎,eight_principles,yang
升阳除湿汤,eight_principles,yang
午后发热,eight_principles,yang
单纯性高热惊厥愈后良好,eight_principles,yang
即手足发凉冷。又称四逆,eight_principles,yang
即按该炎症处命名,eight_principles,yang
即暑热挟湿。以胸脘痞闷,eight_principles,yang
即火痰也。”证见烦热燥结,eight_principles,yang
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,eight_principles,yang
即胃火,eight_principles,yang
卵巢性闭经,eight_principles,yang
压之无痛为临床特点。临床表现与西医学的慢性胃炎（包括浅表性胃炎和萎缩性胃炎）,eight_principles,yang
厥逆上出,eight_principles,yang
去腐消炎,eight_principles,yang
参用六君汤。参见肉积,eight_principles,yang
又分外痹与内痹。痹者闭也。广义的痹病,eight_principles,yang
又称“风热眼”,eight_principles,yang
又称为发热。每个人的正常体温略有不同,eight_principles,yang
又称发烧。由于致热原的作用使体温调定点上移而引起的调节性体温升高（超过0.5℃）,eight_principles,yang
又称气阴两伤。气虚和阴虚同时并见的病理变化。常见于热性病过程中,eight_principles,yang
及天时郁勃而然也。”“此皆素抱痰疾者,eight_principles,yang
发为痢疾。暴痢多实证,eight_principles,yang
发热,eight_principles,yang
发热和运动受限,eight_principles,yang
发热恶寒等为主要证候特点。病情有轻重不同,eight_principles,yang
发热是多种疾病的常见症状。小儿正常体温常以肛温36.5～37.5℃,eight_principles,yang
发热是多种疾病的常见症状。高热(High Fever)在临床上属于危重症范畴。小儿正常体温常以肛温36.5～37.5℃,eight_principles,yang
发生于儿童者称喊叫小结,eight_principles,yang
发生喘咳。症见发热咳嗽,eight_principles,yang
发生在舌的称舌疡。可见于现代医学的口腔溃疡。疮疡皆属于火,eight_principles,yang
发生盆腔慢性炎症性组织学改变,eight_principles,yang
发瘀等的病理状态。血热多由邪热入血所致,eight_principles,yang
口干咽燥,eight_principles,yang
口干咽燥等症。,eight_principles,yang
口干唇燥,eight_principles,yang
口燥咽干,eight_principles,yang
口腔炎症是指口颊,eight_principles,yang
古病名-因气逆于上,eight_principles,yang
可以自行或通过治疗而逆转。,eight_principles,yang
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,eight_principles,yang
可分为热淋,eight_principles,yang
可分为细菌性结膜炎和病毒性结膜炎两类,eight_principles,yang
可用当归四逆汤加吴萸,eight_principles,yang
可用肘膝位叩诊法证实,eight_principles,yang
可继发气阴两虚的恶阻重症。,eight_principles,yang
可见于多种感染性疾病和非感染性疾病。但有时体温升高不一定都是疾病引起的,eight_principles,yang
可认为发热。所谓低热,eight_principles,yang
合理调节饮食结构,eight_principles,yang
同时配合行气活血利水。由于本病总属本虚标实错杂,eight_principles,yang
名非哺乳期乳痈。现代医学之急性化脓性乳腺炎属于乳痈范畴。,eight_principles,yang
后世将外科分为疮疡与杂证两大类。疮疡多由毒邪内侵,eight_principles,yang
呃逆即打嗝,eight_principles,yang
呃逆等,eight_principles,yang
呈黄色或黄绿色。脓液是机体组织炎症过程中形成的浓稠或稀薄的渗出物,eight_principles,yang
咯黄稠痰或痰中带血,eight_principles,yang
咽喉炎以及病毒感染甚至心肌梗死均可引起咽喉痛。,eight_principles,yang
咽喉痒是慢性咽炎的一种症状,eight_principles,yang
咽或喉部急性炎症的总称。广义的上感不是一个疾病诊断,eight_principles,yang
咽结膜热,eight_principles,yang
哮喘又名支气管哮喘。支气管哮喘是由多种细胞及细胞组分参与的慢性气道炎症,eight_principles,yang
喉炎,eight_principles,yang
喜冷畏热,eight_principles,yang
噫气腹胀。”治宜行气解郁。《杂病源流犀烛·诸气源流》“一切气郁,eight_principles,yang
四肢厥逆,eight_principles,yang
因其在睑结膜表面形成粗糙不平的外观,eight_principles,yang
因外感而喘咯咳唾者 《泰定养生主论》 “热痰者,eight_principles,yang
因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者,eight_principles,yang
因风热客于肠胃或湿热蕴积肠胃,eight_principles,yang
在应激面前适度的焦虑具有积极的意义,eight_principles,yang
在面部可引起疔疮走黄（西医称为败血症或脓毒败血症）,eight_principles,yang
均称“烦热”。多由于里热过盛,eight_principles,yang
坚结胶固,eight_principles,yang
坚结胶固之痰。亦称老痰,eight_principles,yang
垂体性闭经,eight_principles,yang
塞滞不畅,eight_principles,yang
增生性颈椎炎,eight_principles,yang
壅阻少阳经脉引起的时行疾病。以发热,eight_principles,yang
壮热是指病人自觉热甚,eight_principles,yang
声带小结又称歌唱者小结或教师小结,eight_principles,yang
复杂性高热惊厥愈后则较差。,eight_principles,yang
外感热邪,eight_principles,yang
外感风热所致。中医认为,eight_principles,yang
外界温度变化和过度吸烟亦可引起。呃逆频繁或持续24小时以上,eight_principles,yang
外痔发炎,eight_principles,yang
外而肿热,eight_principles,yang
外阴炎,eight_principles,yang
多伴有嗳气症状。自胃部上升的气体或酸性液体导致嗳气（呃逆）发生,eight_principles,yang
多兼面赤,eight_principles,yang
多因气血逆乱,eight_principles,yang
多属于阳症,eight_principles,yang
多属实火,eight_principles,yang
多属肺热。,eight_principles,yang
多数白带异常为感染或炎症引起,eight_principles,yang
多是由于结核杆菌侵入颈部所引起的特异性感染,eight_principles,yang
多烦热,eight_principles,yang
多由于风火,eight_principles,yang
多由热盛伤津或阴液亏虚所致,eight_principles,yang
多由邪热犯胃,eight_principles,yang
多见于阳虚虚寒的病人,eight_principles,yang
夜热早凉是指夜间低热,eight_principles,yang
大于2cm者称为斑片。斑疹可以分为炎症性和非炎症性两种。有的斑疹上还会有鳞屑,eight_principles,yang
大便干燥多见于中老年人,eight_principles,yang
大便干结,eight_principles,yang
大便秘结,eight_principles,yang
大便粘结,eight_principles,yang
大便酸臭或便秘为特征。食积又称积滞。与西医学消化不良相近。本病一年四季皆可发生,eight_principles,yang
大便黄而黏腻,eight_principles,yang
大脑有关区域持续兴奋导致的抑制性保护及抑制在大脑中的扩散是其产生的根本原因。代谢物积累学说认为,eight_principles,yang
大黄,eight_principles,yang
大黄等药煎服,eight_principles,yang
天行暴赤。俗称红眼病。本病见于《银海精微》。该书对本病病因及其传染流行等均有描述。多于夏秋之季发病,eight_principles,yang
天行赤眼,eight_principles,yang
天行赤眼暴翳,eight_principles,yang
头发干枯而黄,eight_principles,yang
头沉。如果是太阳穴部位出现胀痛或重压感,eight_principles,yang
头面噏噏而热,eight_principles,yang
头面烘热,eight_principles,yang
如上呼吸道某一局部炎症特别突出,eight_principles,yang
如急性鼻炎,eight_principles,yang
如感染性高热等。局部性多汗症常初发于儿童或青少年,eight_principles,yang
如果阳虚则机体功能减退,eight_principles,yang
如滴虫性阴道炎,eight_principles,yang
如潮汐之有定时。午后潮热,eight_principles,yang
子宫内膜炎,eight_principles,yang
子宫内膜炎或盆腔感染,eight_principles,yang
子宫内膜炎等引起的经期延长。宫内节育器和输卵管结扎后引起的经期延长也按本病治疗。本病一般预后良好。,eight_principles,yang
子宫性闭经以及下生殖道发育异常性闭经,eight_principles,yang
子宫或阴道结构异常,eight_principles,yang
子宫颈炎,eight_principles,yang
宜五苓散加大黄,eight_principles,yang
宜半黄丸。”④素有痰疾,eight_principles,yang
宜温气汤。痛而小便不利为湿热,eight_principles,yang
宜温补汤。痛而拒按为实,eight_principles,yang
宜用六味地黄丸加沙苑子。参见消渴条。蛔虫会引起不同程度的善饥。,eight_principles,yang
宜补血清热,eight_principles,yang
宜黄芩,eight_principles,yang
实不同,eight_principles,yang
实施治。,eight_principles,yang
审因论治。特别是对功能性低热,eight_principles,yang
宫寒顾名思义是“子宫寒冷”的简称。在中医学的文献记载和正式的教科书及相关的中医妇科专著中并无此词条。但是“宫寒”已经成为深入人心的热词,eight_principles,yang
容易出现虚寒的征象。常见的有胃阳虚,eight_principles,yang
容易在体内积累毒素,eight_principles,yang
寒温失调等多种因素导致肝气失舒,eight_principles,yang
寒湿结于肠腑,eight_principles,yang
寒热往来是发热与恶寒交替出现的一种热型,eight_principles,yang
寒热虚实夹杂者宜通涩兼施,eight_principles,yang
寒痢宜温,eight_principles,yang
寒邪侵入太阳经络,eight_principles,yang
对于各种疑难疮毒,eight_principles,yang
导致体温升高超过正常范围的情形。每个人的正常体温略有不同,eight_principles,yang
小便热赤,eight_principles,yang
小便短赤,eight_principles,yang
小便赤涩,eight_principles,yang
小儿急性上呼吸道感染系由各种病原引起的上呼吸道炎症,eight_principles,yang
少阳经气不畅,eight_principles,yang
尤其是以脾肾阳虚多见。,eight_principles,yang
尤其是有皲裂或溃疡的炎症为致病菌提供了侵入的途径。轻度擦伤或搔抓,eight_principles,yang
就是我们平常所说的“骨毒”。“骨毒”长期存在于骨与骨膜之上形成“宿毒”。宿毒使得骨及关节周围软织反复充血,eight_principles,yang
尿毒症,eight_principles,yang
尿赤,eight_principles,yang
尿路结石,eight_principles,yang
尿路结石是最常见的泌尿外科疾病之一。男性多于女性,eight_principles,yang
局部灼痛明显,eight_principles,yang
属于阴虚内热的症候,eight_principles,yang
属里实热证,eight_principles,yang
巴豆。”《杂病源流犀烛·积聚症瘕痃癖痞源流》：“食积,eight_principles,yang
常与肝脾等脏有密切关系。胃气郁滞,eight_principles,yang
常为烧灼感,eight_principles,yang
常伴出汗及心悸而出现的燥热症状,eight_principles,yang
常因邪闭,eight_principles,yang
常温中即有蒸发。汞中毒以慢性为多见,eight_principles,yang
干燥,eight_principles,yang
干燥多风,eight_principles,yang
并自觉心胸烦热。多由阴虚火旺,eight_principles,yang
并非疾病。多见于急性肝炎时,eight_principles,yang
当今大城市职业妇女中50%-70%都有不同程度的乳腺增生。乳腺增生症常表现为乳房疼痛和乳腺摸到结节,eight_principles,yang
当根据阴阳的不同,eight_principles,yang
形成肉眼呈灰黄色或黄白色的浓稠状液体。其处理方法主要有：清理伤口感染,eight_principles,yang
心包炎,eight_principles,yang
心律失常（arrhythmia）是由于窦房结激动异常或激动产生于窦房结以外,eight_principles,yang
心火上炎,eight_principles,yang
急性咽炎,eight_principles,yang
急性多发性神经根炎性麻木,eight_principles,yang
急性扁桃体炎等。急性上感主要用于上呼吸道局部感染定位并不确切者。鼻咽部感染常出现并发症,eight_principles,yang
急性梗阻性化脓性胆管炎等,eight_principles,yang
急性胃肠炎,eight_principles,yang
急性胆囊炎,eight_principles,yang
急性高热多见于感染性和变态感应性疾病,eight_principles,yang
急慢性支气管炎发作等呼吸系统疾病都有可能出现本病症。,eight_principles,yang
总宜以化滞为主。”用气郁汤,eight_principles,yang
恶寒与发热交替发作,eight_principles,yang
恶寒发热,eight_principles,yang
恶毒疮,eight_principles,yang
患者常有传染病接触史。本病与西医学之急性传染性结膜炎相似。,eight_principles,yang
患者经常出现大便干燥,eight_principles,yang
感寒停湿及热迫肠胃所致。,eight_principles,yang
感染产物及坏死组织亦为形成结石之核心,eight_principles,yang
感染引起的神经炎性麻木,eight_principles,yang
感染性疾病等疾病引起。其理论有：①组织牵引：肌肉损伤而起。②肌肉痉挛：肌肉的反复性抽筋而起。③结缔组织：肌肉的结缔组织受伤（如肌腱）而起。事实上,eight_principles,yang
慢性咽炎,eight_principles,yang
慢性肾炎,eight_principles,yang
慢性胃炎,eight_principles,yang
慢性胆囊炎,eight_principles,yang
慢性胆管炎,eight_principles,yang
成为“妊娠恶阻”。亦称为“子病”,eight_principles,yang
成积痞闷也,eight_principles,yang
或一日之间体温相差在1℃以上,eight_principles,yang
或为眼烂喉闭,eight_principles,yang
或产时感受外寒而气血凝滞所致,eight_principles,yang
或低热持续,eight_principles,yang
或刚一闭眼而将入睡之时,eight_principles,yang
或因风热怫郁而然也。此皆素抱痰疾者,eight_principles,yang
或在炎热环境中进行体力活动引起机体体温调节功能紊乱所致的一组临床症候群,eight_principles,yang
或外感风热,eight_principles,yang
或干呕呃逆,eight_principles,yang
或干燥,eight_principles,yang
或恶热,eight_principles,yang
或情志郁结,eight_principles,yang
或横逆的病理变化。临床以肺气上逆,eight_principles,yang
或温热病后期及内伤杂病,eight_principles,yang
或渴喜热饮,eight_principles,yang
或湿热,eight_principles,yang
或烦躁而有闷热的感觉,eight_principles,yang
或热病后期阴液尚未恢复,eight_principles,yang
或热盛耗伤津液,eight_principles,yang
或病后余热留恋,eight_principles,yang
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,eight_principles,yang
或痰火暴亢,eight_principles,yang
或痰饮瘀血阻滞,eight_principles,yang
或突然高热寒战,eight_principles,yang
或经血的突然增加。临床上以出血时间与基础体温（BBT）曲线对照,eight_principles,yang
或肝经郁结,eight_principles,yang
或肝胆郁结,eight_principles,yang
或胃腑湿热上蒸鼻窍所致的,eight_principles,yang
或胆经炎热,eight_principles,yang
或脾损气滞,eight_principles,yang
或脾肾阳虚等原因引起的以排便次数增多,eight_principles,yang
或脾胃湿热,eight_principles,yang
或自觉有热感,eight_principles,yang
或自身阳虚阴盛或机体机能失调所造成。,eight_principles,yang
或见赤白相兼,eight_principles,yang
或赤白兼下,eight_principles,yang
或近火取暖,eight_principles,yang
或邪毒,eight_principles,yang
或阴虚火旺,eight_principles,yang
所生病证之一。又为劳倦内伤及五心烦热的症状之一,eight_principles,yang
所谓“积水成饮,eight_principles,yang
扁桃体炎,eight_principles,yang
手心热,eight_principles,yang
指上焦心肺之热,eight_principles,yang
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,eight_principles,yang
指单位容积血液中红细胞数高于正常值高限。一般认为经多次检查成年男性红细胞＞600万,eight_principles,yang
指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病,eight_principles,yang
指大便干燥。多由胃肠燥热,eight_principles,yang
指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,eight_principles,yang
指气从胃中上逆,eight_principles,yang
指炎症的一般症状。即损伤或炎症导致的身体某部位组织的肿胀及疼痛,eight_principles,yang
指热病过程中发于肌表的斑和疹两种证候。见《伤寒九十论·发斑证》。斑和疹虽系两证,eight_principles,yang
指牙关紧闭,eight_principles,yang
指由于阴阳失调,eight_principles,yang
指疼痛有灼热之感,eight_principles,yang
指的是成肝气郁结,eight_principles,yang
指胃气上逆动膈,eight_principles,yang
指腋温为37.5℃38,eight_principles,yang
指腋温为37.5℃～38℃,eight_principles,yang
指腹腔内游离液体的过量积聚,eight_principles,yang
指食物停滞胃中不消化。,eight_principles,yang
损害破裂而排出脓性黄白色汁液坏死物,eight_principles,yang
排尿困难及小便完全闭寒不通。出《伤寒论·辨太阳病脉证并治》。,eight_principles,yang
摄入很热或冷的食物饮料,eight_principles,yang
支气管扩张是由于支气管及其周围肺组织慢性化脓性炎症和纤维化,eight_principles,yang
支气管黏膜或胸膜受炎症,eight_principles,yang
故为赤痢。,eight_principles,yang
故云热痰也。”②火痰 《杂病源流犀烛·痰饮源流》 “热痰,eight_principles,yang
故令身体虚热,eight_principles,yang
故又称非毒性甲状腺肿,eight_principles,yang
故名沙眼。本病病变过程早期结膜有浸润,eight_principles,yang
故见小便赤涩。,eight_principles,yang
故黄疸患者巩膜黄染常先于黏膜,eight_principles,yang
散热减少,eight_principles,yang
无法正常运化水湿而使寒凉之气停滞在人体经脉脏腑中,eight_principles,yang
无菌性炎症,eight_principles,yang
日久成积者。《儒门事亲》卷三：“食积,eight_principles,yang
易并发肺炎,eight_principles,yang
是一病证名。在《诸病源候论·病热候》中有记载。多因内伤劳损所致,eight_principles,yang
是一种临床症状而并非某一疾病。按生殖轴病变和功能失调的部位分为下丘脑性闭经,eight_principles,yang
是一种毒疮。痈发于肌肉,eight_principles,yang
是一种特殊类型的慢性喉炎,eight_principles,yang
是一种证名。指全身发热的症象。,eight_principles,yang
是以痢下赤白脓血,eight_principles,yang
是各种消化道疾病常见的症状之一。尤其是反流性食管炎,eight_principles,yang
是太阳病的主症之一。,eight_principles,yang
是指人体被毒蛇咬伤,eight_principles,yang
是指外感热邪入血中,eight_principles,yang
是指按时发热,eight_principles,yang
是指每日午后发热。本病属里证,eight_principles,yang
是指睡眠不实,eight_principles,yang
是指致热原直接作用于体温调节中枢,eight_principles,yang
是机体组织炎症过程中形成的浓稠或稀薄的混和物,eight_principles,yang
是热淋之甚者,eight_principles,yang
是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期,eight_principles,yang
是颈椎骨关节炎,eight_principles,yang
晚期由于受累的睑结膜发生瘢痕,eight_principles,yang
普遍的临床症状均可表现关节疼痛（arthralgia）。任何原因导致的关节炎,eight_principles,yang
暑湿俱盛之时,eight_principles,yang
最好是和自己平时同样条件下的体温相比较。如不知自己原来的体温,eight_principles,yang
最常见于发热性疾病,eight_principles,yang
最常见的原因包括鼻炎,eight_principles,yang
最终粪便中水分仅约100～200ml。若进入结肠的液体量超过结肠的吸收能力或（和）结肠的吸收容量减少,eight_principles,yang
月经等因素的影响。一般认为当口腔温度高于37.5 ℃,eight_principles,yang
月经等）的影响。因此判定是否发热,eight_principles,yang
有人将其分为与代谢因素有关的结石和感染性结石。细菌,eight_principles,yang
有时在睑结膜表面形成一层灰白色假膜,eight_principles,yang
有虚实之分。,eight_principles,yang
有重滞欲下不下之感,eight_principles,yang
有食积停滞和腹痛感,eight_principles,yang
服抗炎药可缓解的症状。症状包括下腹部疼痛,eight_principles,yang
果菜积等条。,eight_principles,yang
枳实,eight_principles,yang
某些妇女疾病（盆腔炎,eight_principles,yang
某些情况可有生理性体温升高,eight_principles,yang
根尖周炎,eight_principles,yang
横逆犯胃,eight_principles,yang
此种炎症常伴随引起气道反应性增高,eight_principles,yang
此类症状常伴有广泛而多变的气流阻塞,eight_principles,yang
气机上逆,eight_principles,yang
气机受阻,eight_principles,yang
气机呆滞等所致。常见于喉喑,eight_principles,yang
气机郁结所致。《丹溪心法·六郁》：“气郁者,eight_principles,yang
气滞,eight_principles,yang
气血壅滞,eight_principles,yang
气血逆乱,eight_principles,yang
气血阴阳亏损,eight_principles,yang
气逆上冲,eight_principles,yang
气逆于上,eight_principles,yang
气逆于上所致的一种病证,eight_principles,yang
气逆（reversed flow of qi）,eight_principles,yang
气郁一词出《素问·六元正纪大论》,eight_principles,yang
气郁化火而寻致胃阴耗伤。其主要临床表现是：胃部隐痛,eight_principles,yang
水停腹中。本病多属本虚标实之证。标实为主者,eight_principles,yang
水的偏盛,eight_principles,yang
沉默呆滞,eight_principles,yang
沙眼是由沙眼衣原体引起的一种慢性传染性结膜角膜炎,eight_principles,yang
沙石淋。多因下焦积热,eight_principles,yang
治以理气解郁,eight_principles,yang
治宜滋阴降火。是慢性咽炎的症状之一,eight_principles,yang
治疗用滋阴清热法,eight_principles,yang
泄实不忘虚。,eight_principles,yang
法当凉血。血热亦是小儿发热证型之一,eight_principles,yang
洗涤用品碱性强等都是导致皮肤干燥的重要原因。预防措施为加强皮肤的日常护理保养,eight_principles,yang
洗澡水过热,eight_principles,yang
测其体温39℃以上者,eight_principles,yang
浮肿是机体细胞外液中水分积聚所致的局部或全身肿胀。浮肿与身体很多器官的病变有关,eight_principles,yang
消毒或去医院处理。,eight_principles,yang
消食导滞等法治疗。,eight_principles,yang
淋巴结肿大等全身症状,eight_principles,yang
清利湿热,eight_principles,yang
清热养阴,eight_principles,yang
清热导痰汤。③痰热聚于心者 《杂病源流犀烛·痰饮源流》 “在心曰热痰,eight_principles,yang
温毒症状之一。由於温热之毒内蕴肺胃,eight_principles,yang
温清并用。对具传染性的细菌性痢疾和阿米巴痢疾,eight_principles,yang
温肾,eight_principles,yang
湿滞或感受秽浊之邪,eight_principles,yang
湿热,eight_principles,yang
湿热下注是一个中医的术语。中医认为,eight_principles,yang
湿热下注等伤肾气不能固摄而病,eight_principles,yang
湿热之邪,eight_principles,yang
湿热痢重症。多因湿浊热毒蕴结肠中,eight_principles,yang
湿热等邪气痹阻腰膝所致。,eight_principles,yang
湿热蕴结于下焦,eight_principles,yang
湿热阻于肾与膀胱,eight_principles,yang
湿疹是由多种内外因素引起的瘙痒剧烈的一种皮肤炎症反应。分急性,eight_principles,yang
溃面有糜烂的现象。中医认为由脾胃积热,eight_principles,yang
溶石化结。,eight_principles,yang
滋阴壮阳。,eight_principles,yang
满闷不舒的症状。可因肝胃气机阻滞,eight_principles,yang
潮热,eight_principles,yang
潮热又名潮红,eight_principles,yang
火“六淫”侵袭,eight_principles,yang
火痰,eight_principles,yang
火邪上炎和火热下迫等。,eight_principles,yang
灼热,eight_principles,yang
灼热感,eight_principles,yang
灼痛,eight_principles,yang
炎症,eight_principles,yang
炎症性白带,eight_principles,yang
炎症过程中细胞,eight_principles,yang
烧灼,eight_principles,yang
热,eight_principles,yang
热争则咳喘,eight_principles,yang
热在气分,eight_principles,yang
热壅,eight_principles,yang
热客膀胱,eight_principles,yang
热毒,eight_principles,yang
热毒较轻,eight_principles,yang
热气与痰水相搏,eight_principles,yang
热泻是指因热迫大肠所引起。亦名“火泻”。,eight_principles,yang
热病伤阴,eight_principles,yang
热痢,eight_principles,yang
热痢宜清,eight_principles,yang
热等邪气乘虚而入,eight_principles,yang
燥,eight_principles,yang
燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少,eight_principles,yang
燥脾,eight_principles,yang
牙关紧闭,eight_principles,yang
牙关紧闭为一种临床症状,eight_principles,yang
牙结石,eight_principles,yang
牙髓炎,eight_principles,yang
牙龈下的炎症通过牙缝,eight_principles,yang
